Id,LotArea,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,MasVnrType,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,GrLivArea,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,SaleType,SaleCondition,SalePrice
494,7931,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,None,TA,TA,CBlock,GasA,TA,1,1269,TA,6,Typ,1,1,308,Y,WD,Normal,155000
495,5784,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,8,None,TA,TA,BrkTil,GasA,Gd,1,886,TA,4,Typ,0,1,273,Y,WD,Normal,91300
496,7879,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,5,None,TA,TA,CBlock,GasA,TA,0,720,TA,4,Typ,0,0,0,N,WD,Abnorml,34900
497,12692,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,None,Gd,TA,PConc,GasA,Ex,1,3228,Gd,10,Typ,1,2,546,Y,WD,Normal,430000
498,9120,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,None,TA,Gd,PConc,GasA,Ex,1,1820,TA,8,Typ,0,1,240,N,WD,Normal,184000
499,7800,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,BrkFace,TA,TA,PConc,GasA,Ex,1,899,Gd,5,Typ,0,1,288,Y,WD,Normal,130000
500,7535,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,None,TA,TA,CBlock,GasA,Fa,1,912,TA,5,Typ,0,1,297,Y,WD,Normal,120000
501,1890,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,BrkFace,TA,TA,CBlock,GasA,TA,1,1218,TA,7,Typ,0,1,264,Y,WD,Normal,113000
502,9803,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,None,Gd,TA,PConc,GasA,Gd,1,1768,Gd,7,Typ,0,2,603,Y,WD,Normal,226700
503,9170,Lvl,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,None,TA,TA,CBlock,GasA,Ex,1,1214,TA,6,Typ,0,2,461,Y,WD,Normal,140000
504,15602,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,8,None,TA,TA,CBlock,GasA,TA,1,1801,TA,6,Typ,2,2,484,Y,WD,Normal,289000
505,2308,Lvl,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,None,TA,TA,CBlock,GasA,TA,1,1322,TA,6,Typ,1,2,440,Y,WD,Normal,147000
506,7596,Lvl,Inside,Gtl,OldTown,Artery,Norm,Duplex,2Story,5,5,BrkFace,TA,TA,CBlock,GasA,Gd,1,1960,TA,10,Typ,0,2,400,N,COD,Normal,124500
507,9554,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1911,Gd,8,Typ,1,2,471,Y,WD,Normal,215000
508,7862,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,None,Gd,TA,PConc,GasA,Ex,1,1218,Gd,4,Typ,0,2,676,Y,New,Partial,208300
509,9600,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,9,None,TA,Ex,BrkTil,GasA,Ex,1,1378,Gd,7,Typ,1,2,360,N,WD,Normal,161000
510,9600,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,BrkFace,TA,TA,CBlock,GasA,Ex,1,1041,TA,6,Typ,0,1,270,Y,WD,Normal,124500
511,14559,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,BrkCmn,Gd,TA,CBlock,GasA,Ex,1,1363,TA,6,Min1,2,1,288,Y,WD,Normal,164900
512,6792,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,Stone,Gd,TA,PConc,GasA,Ex,1,1368,Gd,6,Typ,1,2,474,Y,New,Partial,202665
513,9100,Lvl,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,None,TA,TA,CBlock,GasA,TA,1,864,TA,5,Typ,0,2,624,Y,WD,Normal,129900
514,9187,Bnk,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,5,None,TA,Gd,PConc,GasA,TA,1,1080,TA,5,Typ,0,2,484,Y,WD,Normal,134000
515,10594,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Unf,5,5,None,TA,TA,BrkTil,Grav,Fa,0,789,TA,5,Typ,0,1,200,Y,WD,Normal,96500
516,12220,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,BrkFace,Ex,TA,CBlock,GasA,Ex,1,2020,Ex,9,Typ,1,3,900,Y,New,Partial,402861
517,10448,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,BrkFace,TA,TA,CBlock,GasA,TA,1,2119,TA,7,Typ,1,2,583,Y,COD,Abnorml,158000
518,10208,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,2344,Gd,7,Typ,1,3,889,Y,WD,Normal,265000
519,9531,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,None,TA,TA,PConc,GasA,Ex,1,1796,TA,7,Typ,0,2,546,Y,WD,Normal,211000
520,10918,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,None,Gd,TA,BrkTil,GasA,Ex,1,2080,Gd,9,Typ,2,1,282,Y,WD,Normal,234000
521,10800,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,7,None,TA,TA,BrkTil,GasA,TA,0,1294,TA,7,Typ,0,0,0,N,WD,Normal,106250
522,11988,Lvl,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,None,TA,TA,CBlock,GasA,Ex,1,1244,TA,6,Typ,2,1,336,Y,WD,Normal,150000
523,5000,Lvl,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,6,7,None,TA,Gd,CBlock,GasA,Ex,1,1664,TA,7,Typ,2,2,420,Y,WD,Normal,159000
524,40094,Bnk,Inside,Gtl,Edwards,PosN,PosN,1Fam,2Story,10,5,Stone,Ex,TA,PConc,GasA,Ex,1,4676,Ex,11,Typ,1,3,884,Y,New,Partial,184750
525,11787,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,2398,Gd,8,Typ,1,3,834,Y,WD,Normal,315750
526,7500,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1266,Gd,6,Typ,1,2,453,Y,WD,Normal,176000
527,13300,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,None,TA,TA,CBlock,GasA,TA,1,928,TA,4,Typ,0,1,252,Y,WD,Normal,132000
528,14948,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Stone,Ex,TA,PConc,GasA,Ex,1,2713,Ex,11,Typ,1,3,858,Y,New,Partial,446261
529,9098,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,None,TA,TA,BrkTil,GasA,Ex,1,605,TA,5,Typ,0,0,0,N,WD,Normal,86000
530,32668,Lvl,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,3,,Gd,TA,PConc,GasA,TA,1,2515,TA,9,Maj1,2,2,484,Y,WD,Alloca,200624
531,10200,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,5,BrkFace,Gd,TA,CBlock,GasA,Ex,1,1509,Gd,5,Typ,1,2,600,Y,WD,Abnorml,175000
532,6155,Lvl,FR3,Gtl,BrkSide,RRNn,Feedr,1Fam,2Story,6,8,None,TA,TA,BrkTil,GasA,Ex,1,1362,TA,6,Typ,0,2,502,Y,WD,Normal,128000
533,7200,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,None,TA,TA,Slab,GasA,Ex,1,827,TA,5,Mod,1,1,392,Y,WD,Normal,107500
534,5000,Low,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,1,3,None,Fa,Fa,Slab,GasA,Fa,0,334,Fa,2,Typ,0,0,0,N,WD,Normal,39300
535,9056,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,None,Gd,TA,PConc,GasA,Ex,1,1414,Gd,6,Typ,1,2,403,Y,WD,Normal,178000
536,7000,Lvl,Inside,Gtl,Edwards,Norm,Norm,2fmCon,2Story,5,7,None,TA,TA,CBlock,GasA,TA,1,1347,TA,5,Typ,0,0,0,N,WD,Normal,107500
537,8924,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,None,TA,TA,PConc,GasA,Ex,1,1724,Gd,8,Typ,0,2,527,Y,WD,Normal,188000
538,12735,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,None,TA,TA,CBlock,GasA,TA,1,864,TA,5,Typ,0,2,576,Y,COD,Normal,111250
539,11553,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,BrkFace,TA,TA,CBlock,GasA,TA,1,1159,TA,7,Typ,1,1,336,Y,WD,Normal,158000
540,11423,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1601,Gd,6,Typ,1,2,670,Y,WD,Normal,272000
541,14601,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,BrkFace,Ex,TA,PConc,GasA,Ex,1,1838,Ex,8,Typ,1,3,765,Y,WD,Normal,315000
542,11000,Lvl,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,2285,Gd,8,Typ,1,3,648,Y,WD,Normal,248000
543,10140,Lvl,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1680,Gd,7,Maj1,1,2,583,Y,WD,Normal,213250
544,4058,Lvl,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,SFoyer,7,5,BrkFace,TA,TA,PConc,GasA,Ex,1,767,TA,4,Typ,0,1,367,Y,WD,Normal,133000
545,17104,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1496,Gd,7,Typ,1,2,426,Y,New,Partial,179665
546,13837,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,BrkFace,Gd,Gd,PConc,GasA,Gd,1,2183,Gd,9,Typ,0,3,786,Y,WD,Normal,229000
547,8737,Bnk,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,None,TA,TA,BrkTil,GasA,Ex,1,1635,TA,6,Typ,1,2,440,Y,WD,Normal,210000
548,7244,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,None,TA,Gd,CBlock,GasA,Ex,1,768,TA,5,Typ,0,2,624,Y,WD,Normal,129500
549,8235,HLS,Inside,Gtl,OldTown,Feedr,RRNn,1Fam,1Story,5,7,None,TA,Gd,CBlock,GasA,TA,1,825,TA,4,Typ,0,2,720,Y,WD,Normal,125000
550,9375,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,2094,Gd,8,Typ,1,2,615,Y,WD,Normal,263000
551,4043,Lvl,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,None,TA,TA,CBlock,GasA,TA,1,1069,TA,4,Typ,0,2,440,Y,COD,Abnorml,140000
552,6000,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,None,TA,TA,CBlock,GasA,Gd,1,928,TA,5,Typ,0,1,288,Y,WD,Normal,112500
553,11146,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Stone,Gd,TA,PConc,GasA,Ex,1,1717,Gd,7,Typ,1,3,908,Y,WD,Normal,255500
554,8777,Lvl,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4,5,None,TA,TA,CBlock,GasA,Ex,1,1126,Gd,5,Typ,0,2,520,N,WD,Normal,108000
555,10625,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,2046,Gd,8,Typ,1,3,871,Y,WD,Normal,284000
556,6380,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,None,TA,TA,BrkTil,GasA,TA,1,1048,TA,5,Typ,1,1,280,Y,WD,Normal,113000
557,14850,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,None,TA,TA,CBlock,GasA,TA,1,1092,TA,6,Typ,1,1,299,Y,WD,Normal,141000
558,11040,Low,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,6,None,TA,TA,CBlock,GasA,Gd,1,1336,TA,7,Typ,0,1,570,Y,COD,Normal,108000
559,21872,HLS,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,None,TA,TA,PConc,GasA,Ex,1,1446,TA,6,Typ,1,2,406,Y,WD,Normal,175000
560,3196,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1557,Gd,7,Typ,1,2,420,Y,WD,Normal,234000
561,11341,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,BrkFace,TA,TA,CBlock,GasA,TA,1,1392,TA,5,Mod,1,2,528,Y,WD,Normal,121500
562,10010,Lvl,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,None,TA,TA,CBlock,GasA,Gd,1,1389,TA,6,Typ,1,2,418,Y,WD,Normal,170000
563,13907,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,None,TA,TA,CBlock,GasA,Ex,1,996,TA,6,Typ,1,0,0,Y,WD,Normal,108000
564,21780,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,7,None,TA,TA,BrkTil,GasA,Ex,1,1674,TA,8,Typ,1,2,396,N,WD,Normal,185000
565,13346,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,2295,Gd,9,Typ,1,2,590,Y,WD,Normal,268000
566,6858,Bnk,Corner,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,4,None,TA,TA,PConc,GasA,TA,0,1647,Fa,6,Typ,0,1,216,Y,WD,Normal,128000
567,11198,Lvl,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,2504,Ex,11,Typ,1,3,656,Y,WD,Normal,325000
568,10171,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1535,Gd,7,Typ,0,2,532,Y,WD,Normal,214000
569,12327,Low,Inside,Mod,SawyerW,Norm,Norm,1Fam,1.5Fin,8,8,None,Gd,TA,CBlock,GasA,Ex,1,2132,Gd,5,Min2,1,2,612,Y,WD,Normal,316600
570,7032,Lvl,Corner,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,5,None,TA,TA,CBlock,GasA,TA,1,943,TA,4,Typ,2,2,600,Y,WD,Normal,135960
571,13101,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,BrkFace,TA,TA,CBlock,GasA,TA,1,1728,TA,10,Typ,0,2,576,Y,WD,Normal,142600
572,7332,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,BrkFace,TA,TA,CBlock,GasA,Ex,1,864,Gd,4,Typ,0,1,288,Y,WD,Abnorml,120000
573,13159,HLS,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,None,TA,TA,PConc,GasA,Gd,1,1692,Gd,6,Typ,0,2,650,Y,New,Partial,224500
574,9967,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,None,TA,TA,PConc,GasA,Ex,1,1430,TA,8,Typ,1,2,400,Y,WD,Normal,170000
575,10500,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,BrkFace,TA,TA,CBlock,GasA,TA,1,1109,TA,5,Typ,0,1,288,Y,WD,Normal,139000
576,8480,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,5,None,TA,TA,CBlock,GasA,TA,1,1216,TA,6,Typ,0,1,336,Y,COD,Abnorml,118500
577,6292,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,7,7,None,TA,TA,BrkTil,GasA,Gd,1,1477,TA,6,Typ,1,1,216,Y,WD,Normal,145000
578,11777,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,BrkFace,TA,TA,CBlock,GasA,Ex,1,1320,TA,6,Typ,2,2,564,Y,WD,Abnorml,164500
579,3604,Lvl,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1392,Gd,5,Typ,0,2,540,Y,WD,Abnorml,146000
580,12150,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,BrkFace,TA,TA,BrkTil,GasA,Ex,0,1795,TA,7,Typ,0,1,352,Y,WD,Normal,131500
581,14585,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,BrkFace,TA,TA,CBlock,GasA,Ex,1,1429,Gd,7,Typ,2,2,572,Y,WD,Normal,181900
582,12704,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,BrkFace,Ex,TA,PConc,GasA,Ex,1,2042,Ex,8,Typ,1,3,1390,Y,New,Partial,253293
583,11841,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,BrkFace,TA,Gd,CBlock,GasA,TA,1,816,TA,5,Typ,0,0,0,Y,WD,Normal,118500
584,13500,Lvl,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,None,Ex,Ex,BrkTil,GasA,Gd,1,2775,Gd,9,Typ,1,2,880,Y,WD,Normal,325000
585,6120,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,None,TA,TA,BrkTil,GasA,Ex,1,1573,Gd,6,Typ,0,1,240,Y,WD,Normal,133000
586,11443,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,2028,Gd,7,Typ,2,3,880,Y,New,Partial,369900
587,10267,Lvl,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1Story,6,7,None,TA,Gd,BrkTil,GasA,Ex,1,838,Fa,5,Typ,0,1,275,N,WD,Normal,130000
588,8740,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,6,None,TA,TA,CBlock,GasA,TA,1,860,TA,4,Typ,0,2,528,Y,WD,Normal,137000
589,25095,Low,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,5,8,None,TA,TA,CBlock,GasA,Ex,1,1473,Ex,5,Typ,2,1,452,Y,WD,Partial,143000
590,9100,Lvl,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,5,6,None,TA,TA,BrkTil,GasA,TA,1,935,TA,4,Typ,0,1,308,P,WD,Normal,79500
591,8320,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1582,Gd,6,Typ,0,2,520,Y,WD,Normal,185900
592,13478,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,Stone,Ex,TA,PConc,GasA,Ex,1,2296,Ex,10,Typ,1,3,842,Y,ConLI,Normal,451950
593,6600,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,8,None,TA,Gd,PConc,GasA,Ex,1,816,TA,4,Typ,0,2,816,Y,WD,Normal,138000
594,4435,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,848,Gd,4,Typ,0,2,420,Y,WD,Normal,140000
595,7990,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,None,TA,TA,CBlock,GasA,TA,1,924,TA,5,Typ,0,1,280,Y,WD,Normal,110000
596,11302,Lvl,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1826,Gd,7,Typ,1,3,758,Y,New,Partial,319000
597,3600,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,None,TA,TA,CBlock,GasA,Ex,0,1368,TA,7,Typ,0,1,216,N,WD,Normal,114504
598,3922,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1402,Gd,7,Typ,1,3,648,Y,New,Partial,194201
599,12984,Bnk,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,BrkFace,TA,TA,CBlock,GasA,Ex,1,1647,Gd,7,Typ,1,2,621,Y,WD,Normal,217500
600,1950,Lvl,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,None,TA,Gd,CBlock,GasA,TA,1,1556,TA,6,Typ,1,2,452,Y,COD,Normal,151000
601,10927,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1904,Ex,8,Typ,1,2,736,Y,WD,Normal,275000
602,9000,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,None,TA,Gd,PConc,GasA,TA,1,1375,Gd,6,Typ,1,1,544,P,WD,Normal,141000
603,10041,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,None,Gd,TA,PConc,GasA,Ex,1,1915,Gd,8,Typ,1,2,506,Y,WD,Abnorml,220000
604,3182,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1200,Gd,4,Typ,0,2,480,Y,WD,Normal,151000
605,12803,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1494,Gd,6,Typ,1,2,530,Y,WD,Normal,221000
606,13600,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,BrkFace,TA,TA,CBlock,GasA,TA,1,1986,TA,7,Typ,3,2,486,Y,WD,Normal,205000
607,12464,Low,Corner,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,None,TA,Gd,PConc,GasA,Gd,1,1040,Gd,6,Typ,0,2,576,Y,WD,Normal,152000
608,7800,Bnk,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,5,8,None,TA,Gd,CBlock,GasA,Ex,1,2008,Ex,8,Typ,0,1,230,Y,WD,Normal,225000
609,12168,HLS,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,None,TA,TA,PConc,GasA,TA,1,3194,TA,10,Typ,2,2,380,Y,WD,Alloca,359100
610,7943,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,BrkCmn,TA,Fa,CBlock,GasA,Gd,1,1029,TA,5,Typ,0,1,261,Y,WD,Normal,118500
611,11050,Lvl,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,9,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,2153,Ex,8,Typ,2,3,736,Y,WD,Normal,313000
612,10395,Lvl,FR2,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,BrkFace,TA,TA,CBlock,GasA,TA,1,1032,TA,6,Typ,1,2,564,Y,WD,Normal,148000
613,11885,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1872,Ex,7,Typ,1,2,531,Y,WD,Normal,261500
614,8402,Lvl,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,5,5,None,TA,TA,PConc,GasA,Ex,1,1120,TA,6,Typ,0,0,0,Y,New,Partial,147000
615,1491,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,6,None,TA,TA,CBlock,GasA,Ex,1,630,TA,3,Typ,0,0,0,Y,WD,Normal,75500
616,8800,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,6,7,BrkFace,TA,Gd,PConc,GasA,Ex,1,1054,Gd,6,Typ,0,2,480,Y,WD,Abnorml,137500
617,7861,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,None,Gd,TA,PConc,GasA,Ex,1,1509,Gd,7,Typ,1,2,393,Y,WD,Normal,183200
618,7227,HLS,Corner,Mod,NAmes,Artery,Norm,1Fam,1.5Unf,6,6,None,TA,TA,CBlock,GasA,Gd,1,832,Gd,4,Typ,0,2,528,Y,WD,Normal,105500
619,11694,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,BrkFace,Ex,TA,PConc,GasA,Ex,1,1828,Gd,9,Typ,1,3,774,Y,New,Partial,314813
620,12244,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,Stone,Gd,TA,PConc,GasA,Ex,1,2262,Gd,10,Typ,2,3,749,Y,WD,Normal,305000
621,8248,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,None,TA,TA,BrkTil,GasA,TA,0,864,TA,5,Typ,0,0,0,N,WD,Normal,67000
622,10800,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,7,None,TA,TA,CBlock,GasA,TA,1,2614,TA,9,Typ,1,2,624,Y,WD,Normal,240000
623,7064,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,BrkFace,TA,TA,CBlock,GasA,TA,1,980,TA,6,Typ,0,2,484,Y,WD,Normal,135000
624,2117,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1512,Gd,4,Typ,1,2,440,Y,WD,Normal,168500
625,10400,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,None,TA,TA,CBlock,GasA,Gd,1,1790,TA,8,Min2,1,2,484,Y,WD,Normal,165150
626,10000,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,BrkFace,TA,TA,CBlock,GasA,TA,1,1116,TA,5,Typ,0,2,440,Y,WD,Normal,160000
627,12342,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,None,TA,TA,CBlock,GasA,TA,1,1422,TA,6,Min1,1,1,286,Y,WD,Normal,139900
628,9600,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,BrkFace,TA,TA,CBlock,GasA,Ex,1,1520,TA,7,Typ,2,1,364,Y,WD,Normal,153000
