workclass,education,marital-status,occupation,relationship,race,sex,income
 Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0
 Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0
 Private, Some-college, Never-married, Tech-support, Unmarried, Black, Female,0
 Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0
 Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0
 Private, Bachelors, Never-married, Sales, Unmarried, White, Male,0
 Federal-gov, Assoc-acdm, Never-married, Exec-managerial, Own-child, White, Female,0
 Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0
 Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0
 Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,1
 Private, 11th, Never-married, Other-service, Own-child, White, Female,0
 Private, HS-grad, Never-married, Sales, Own-child, White, Female,0
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0
 Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0
 State-gov, Masters, Never-married, Prof-specialty, Own-child, White, Female,0
 Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0
 Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0
 Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0
 Local-gov, 9th, Never-married, Other-service, Own-child, White, Male,0
 Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0
 Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Unknown, Some-college, Never-married, Unknown, Own-child, White, Male,0
 Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0
 Private, Assoc-acdm, Divorced, Sales, Not-in-family, White, Male,0
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0
 Self-emp-not-inc, Prof-school, Never-married, Prof-specialty, Own-child, White, Male,0
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0
 Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0
 Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,1
 Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0
 Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, 7th-8th, Divorced, Machine-op-inspct, Own-child, White, Male,0
 Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Private, Some-college, Never-married, Other-service, Own-child, White, Male,0
 Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Self-emp-inc, Masters, Widowed, Sales, Not-in-family, White, Female,0
 Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0
 Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,1
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0
 Private, HS-grad, Widowed, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female,0
 Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0
 Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0
 Private, 5th-6th, Never-married, Craft-repair, Other-relative, White, Male,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0
 Private, HS-grad, Divorced, Protective-serv, Unmarried, White, Female,0
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,1
 Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Unknown, Some-college, Never-married, Unknown, Own-child, White, Female,0
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,1
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0
 Private, Assoc-voc, Never-married, Protective-serv, Own-child, Black, Male,0
 Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0
 Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0
 Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0
 State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0
 State-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0
 Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0
 State-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,1
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,1
 Private, Some-college, Never-married, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male,0
 Local-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0
 Private, Some-college, Divorced, Craft-repair, Other-relative, White, Male,0
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0
 Private, Some-college, Divorced, Transport-moving, Own-child, White, Male,0
 Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0
 Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0
 Unknown, Some-college, Never-married, Unknown, Own-child, White, Female,0
 Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0
 Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, Black, Male,0
 Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male,0
 Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0
 Unknown, HS-grad, Married-civ-spouse, Unknown, Husband, White, Male,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0
 Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, HS-grad, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0
 Unknown, Some-college, Never-married, Unknown, Own-child, White, Female,0
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,1
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Local-gov, 11th, Never-married, Adm-clerical, Own-child, White, Female,0
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0
 Self-emp-not-inc, HS-grad, Widowed, Other-service, Other-relative, White, Female,0
 Private, Some-college, Never-married, Other-service, Own-child, White, Female,0
 Unknown, HS-grad, Married-civ-spouse, Unknown, Wife, White, Female,1
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,1
 Private, 10th, Separated, Farming-fishing, Unmarried, White, Female,0
 Local-gov, Some-college, Divorced, Transport-moving, Unmarried, White, Male,0
 State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,1
 Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female,0
 Private, 11th, Divorced, Other-service, Not-in-family, White, Female,0
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0
 Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0
 Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0
 Local-gov, Masters, Never-married, Prof-specialty, Unmarried, White, Female,0
 Self-emp-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,1
 Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0
 Private, Masters, Never-married, Prof-specialty, Own-child, White, Female,0
 Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0
 Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,1
 Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0
 Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, HS-grad, Separated, Other-service, Unmarried, Asian-Pac-Islander, Female,0
 Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0
 Private, Assoc-voc, Never-married, Tech-support, Own-child, White, Male,0
 Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, Some-college, Never-married, Sales, Own-child, White, Female,0
 Unknown, HS-grad, Widowed, Unknown, Unmarried, White, Male,0
 Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0
 Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 State-gov, Some-college, Separated, Other-service, Not-in-family, White, Female,0
 Unknown, Some-college, Married-civ-spouse, Unknown, Husband, White, Male,0
 Private, HS-grad, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,0
 Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0
 Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0
 Local-gov, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0
 Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0
 Private, HS-grad, Divorced, Craft-repair, Other-relative, Other, Male,0
 Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0
 Private, HS-grad, Separated, Other-service, Unmarried, White, Female,0
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,1
 Federal-gov, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0
 Unknown, Bachelors, Married-civ-spouse, Unknown, Husband, White, Male,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0
 Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0
 State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0
 Federal-gov, Assoc-voc, Separated, Tech-support, Not-in-family, Other, Female,0
 Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0
 Private, Masters, Separated, Sales, Unmarried, White, Female,0
 Unknown, 10th, Separated, Unknown, Own-child, White, Male,0
 Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,1
 Private, Doctorate, Married-spouse-absent, Other-service, Not-in-family, White, Male,1
 Local-gov, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,1
 Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0
 Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0
 Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0
 Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 State-gov, 7th-8th, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0
 Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0
 Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0
