sex,age_cat,race,c_charge_degree,type_of_assessment,decile_score
Male,25 - 45,African-American,M,Risk of Recidivism,4
Male,Less than 25,Caucasian,F,Risk of Recidivism,8
Male,25 - 45,Other,F,Risk of Recidivism,7
Male,25 - 45,African-American,M,Risk of Recidivism,1
Male,25 - 45,African-American,F,Risk of Recidivism,8
Male,25 - 45,African-American,F,Risk of Recidivism,4
Male,Less than 25,African-American,F,Risk of Recidivism,3
Male,25 - 45,Caucasian,F,Risk of Recidivism,5
Female,Greater than 45,Caucasian,M,Risk of Recidivism,4
Female,Greater than 45,Caucasian,F,Risk of Recidivism,1
Male,25 - 45,Hispanic,M,Risk of Recidivism,5
Male,25 - 45,African-American,F,Risk of Recidivism,8
Male,25 - 45,African-American,M,Risk of Recidivism,1
Male,Greater than 45,African-American,F,Risk of Recidivism,7
Male,25 - 45,African-American,F,Risk of Recidivism,10
Female,Less than 25,African-American,F,Risk of Recidivism,3
Female,Greater than 45,African-American,F,Risk of Recidivism,1
Male,Less than 25,Hispanic,F,Risk of Recidivism,6
Female,Greater than 45,Caucasian,M,Risk of Recidivism,1
Female,25 - 45,Hispanic,M,Risk of Recidivism,4
Female,25 - 45,African-American,F,Risk of Recidivism,5
Male,25 - 45,Caucasian,F,Risk of Recidivism,4
Male,Greater than 45,Hispanic,M,Risk of Recidivism,1
Female,25 - 45,Caucasian,M,Risk of Recidivism,2
Male,Greater than 45,Caucasian,F,Risk of Recidivism,1
Male,25 - 45,Caucasian,M,Risk of Recidivism,2
Male,25 - 45,Caucasian,M,Risk of Recidivism,2
Male,25 - 45,African-American,F,Risk of Recidivism,2
Male,25 - 45,Caucasian,F,Risk of Recidivism,7
Male,Greater than 45,Caucasian,F,Risk of Recidivism,5
Male,25 - 45,African-American,F,Risk of Recidivism,10
Male,25 - 45,African-American,F,Risk of Recidivism,9
Male,25 - 45,Caucasian,F,Risk of Recidivism,3
Male,Greater than 45,African-American,F,Risk of Recidivism,1
Female,Less than 25,Caucasian,F,Risk of Recidivism,4
Male,25 - 45,African-American,F,Risk of Recidivism,1
Male,25 - 45,Other,F,Risk of Recidivism,2
Male,Greater than 45,Asian,M,Risk of Recidivism,1
Female,Greater than 45,African-American,M,Risk of Recidivism,5
Male,25 - 45,Other,F,Risk of Recidivism,2
Male,Less than 25,African-American,F,Risk of Recidivism,9
Male,25 - 45,Other,F,Risk of Recidivism,6
Male,Greater than 45,African-American,M,Risk of Recidivism,6
Male,25 - 45,African-American,F,Risk of Recidivism,5
Male,Less than 25,Caucasian,F,Risk of Recidivism,3
Male,Less than 25,African-American,F,Risk of Recidivism,8
Male,Greater than 45,Caucasian,M,Risk of Recidivism,1
Female,Greater than 45,Caucasian,M,Risk of Recidivism,7
Male,25 - 45,Other,F,Risk of Recidivism,1
Male,25 - 45,Caucasian,F,Risk of Recidivism,6
Male,25 - 45,Other,M,Risk of Recidivism,1
Male,25 - 45,African-American,F,Risk of Recidivism,5
Male,Greater than 45,Caucasian,F,Risk of Recidivism,4
Male,25 - 45,African-American,M,Risk of Recidivism,2
Male,Greater than 45,African-American,F,Risk of Recidivism,9
Male,25 - 45,African-American,F,Risk of Recidivism,7
Male,25 - 45,African-American,F,Risk of Recidivism,6
Male,Greater than 45,African-American,F,Risk of Recidivism,2
Male,Greater than 45,Hispanic,F,Risk of Recidivism,6
Male,25 - 45,Caucasian,M,Risk of Recidivism,8
Male,Greater than 45,African-American,F,Risk of Recidivism,7
Male,Greater than 45,Other,F,Risk of Recidivism,1
Male,25 - 45,African-American,F,Risk of Recidivism,8
Male,25 - 45,Caucasian,F,Risk of Recidivism,6
Male,25 - 45,African-American,F,Risk of Recidivism,3
Male,25 - 45,African-American,M,Risk of Recidivism,7
Male,25 - 45,African-American,F,Risk of Recidivism,1
Male,25 - 45,African-American,M,Risk of Recidivism,1
Male,Greater than 45,Caucasian,M,Risk of Recidivism,1
Female,25 - 45,African-American,F,Risk of Recidivism,2
Female,25 - 45,Caucasian,M,Risk of Recidivism,6
Male,25 - 45,African-American,F,Risk of Recidivism,5
Female,Greater than 45,Caucasian,M,Risk of Recidivism,1
Male,Less than 25,Hispanic,F,Risk of Recidivism,6
Male,25 - 45,African-American,F,Risk of Recidivism,5
Female,25 - 45,Caucasian,F,Risk of Recidivism,6
Female,Less than 25,African-American,F,Risk of Recidivism,7
Male,Less than 25,Caucasian,F,Risk of Recidivism,5
Male,Less than 25,Other,F,Risk of Recidivism,9
Male,Greater than 45,Other,F,Risk of Recidivism,1
Male,Greater than 45,Caucasian,M,Risk of Recidivism,2
Male,Greater than 45,Caucasian,F,Risk of Recidivism,7
Male,Less than 25,African-American,F,Risk of Recidivism,2
Male,Greater than 45,Hispanic,F,Risk of Recidivism,1
Female,25 - 45,African-American,F,Risk of Recidivism,5
Male,Less than 25,Caucasian,M,Risk of Recidivism,2
Male,25 - 45,African-American,M,Risk of Recidivism,6
Male,Less than 25,African-American,F,Risk of Recidivism,5
Male,25 - 45,Hispanic,M,Risk of Recidivism,3
Male,25 - 45,African-American,F,Risk of Recidivism,7
Male,Less than 25,African-American,F,Risk of Recidivism,10
Male,25 - 45,African-American,F,Risk of Recidivism,9
Male,25 - 45,African-American,F,Risk of Recidivism,10
Male,Less than 25,African-American,F,Risk of Recidivism,3
Male,25 - 45,African-American,F,Risk of Recidivism,3
Male,25 - 45,Hispanic,F,Risk of Recidivism,8
Male,25 - 45,African-American,F,Risk of Recidivism,7
Male,25 - 45,African-American,F,Risk of Recidivism,3
Female,Less than 25,African-American,F,Risk of Recidivism,5
Male,Greater than 45,African-American,F,Risk of Recidivism,3
Male,Less than 25,Other,M,Risk of Recidivism,6
Male,25 - 45,Caucasian,F,Risk of Recidivism,2
Male,Greater than 45,Caucasian,M,Risk of Recidivism,1
Male,25 - 45,African-American,F,Risk of Recidivism,9
Male,25 - 45,African-American,M,Risk of Recidivism,2
Male,Less than 25,African-American,F,Risk of Recidivism,6
Male,25 - 45,African-American,M,Risk of Recidivism,7
Male,Less than 25,Caucasian,M,Risk of Recidivism,6
Male,Greater than 45,Caucasian,F,Risk of Recidivism,1
Male,Greater than 45,African-American,M,Risk of Recidivism,10
Female,25 - 45,African-American,M,Risk of Recidivism,2
Male,Greater than 45,Caucasian,M,Risk of Recidivism,1
Female,25 - 45,African-American,M,Risk of Recidivism,7
Male,Less than 25,Caucasian,F,Risk of Recidivism,3
Male,Greater than 45,Caucasian,F,Risk of Recidivism,2
Male,25 - 45,African-American,F,Risk of Recidivism,6
Male,25 - 45,African-American,F,Risk of Recidivism,8
Male,25 - 45,Caucasian,F,Risk of Recidivism,9
Male,Greater than 45,African-American,F,Risk of Recidivism,4
Male,25 - 45,African-American,F,Risk of Recidivism,6
Male,Greater than 45,African-American,M,Risk of Recidivism,1
Male,25 - 45,Caucasian,F,Risk of Recidivism,3
Female,Greater than 45,Caucasian,F,Risk of Recidivism,2
Male,Less than 25,African-American,F,Risk of Recidivism,7
Male,25 - 45,African-American,F,Risk of Recidivism,8
Male,Less than 25,Caucasian,F,Risk of Recidivism,9
Female,25 - 45,Caucasian,F,Risk of Recidivism,10
Male,25 - 45,Hispanic,M,Risk of Recidivism,4
Male,25 - 45,Other,M,Risk of Recidivism,1
Male,25 - 45,African-American,M,Risk of Recidivism,9
Male,25 - 45,Caucasian,M,Risk of Recidivism,6
Male,Greater than 45,African-American,F,Risk of Recidivism,9
Male,25 - 45,Caucasian,M,Risk of Recidivism,2
Male,Less than 25,African-American,F,Risk of Recidivism,8
Female,25 - 45,African-American,F,Risk of Recidivism,5
Female,25 - 45,Caucasian,F,Risk of Recidivism,6
Male,Less than 25,Caucasian,F,Risk of Recidivism,7
Female,25 - 45,Caucasian,F,Risk of Recidivism,6
Male,Less than 25,Caucasian,F,Risk of Recidivism,5
Male,Greater than 45,Other,F,Risk of Recidivism,4
Female,25 - 45,African-American,M,Risk of Recidivism,1
Male,Greater than 45,Caucasian,F,Risk of Recidivism,1
Male,25 - 45,African-American,F,Risk of Recidivism,7
Male,Greater than 45,Caucasian,M,Risk of Recidivism,3
Female,25 - 45,Caucasian,F,Risk of Recidivism,3
Male,Less than 25,African-American,F,Risk of Recidivism,7
Male,25 - 45,Caucasian,F,Risk of Recidivism,1
Male,25 - 45,Hispanic,F,Risk of Recidivism,3
Female,25 - 45,Hispanic,F,Risk of Recidivism,4
Male,Less than 25,African-American,M,Risk of Recidivism,6
Male,25 - 45,Caucasian,M,Risk of Recidivism,3
Female,25 - 45,African-American,F,Risk of Recidivism,5
Male,Greater than 45,African-American,F,Risk of Recidivism,1
Female,Greater than 45,Hispanic,M,Risk of Recidivism,1
Female,Greater than 45,Native American,M,Risk of Recidivism,2
Male,Greater than 45,African-American,F,Risk of Recidivism,2
Male,25 - 45,African-American,F,Risk of Recidivism,6
Male,Greater than 45,Hispanic,M,Risk of Recidivism,8
Male,25 - 45,African-American,F,Risk of Recidivism,9
Female,Greater than 45,Caucasian,M,Risk of Recidivism,1
Male,25 - 45,African-American,M,Risk of Recidivism,3
Male,25 - 45,African-American,F,Risk of Recidivism,7
Male,Greater than 45,African-American,F,Risk of Recidivism,2
Female,25 - 45,African-American,M,Risk of Recidivism,2
Male,25 - 45,African-American,F,Risk of Recidivism,3
Male,Greater than 45,Caucasian,F,Risk of Recidivism,1
Male,25 - 45,Caucasian,F,Risk of Recidivism,4
Male,Greater than 45,African-American,F,Risk of Recidivism,1
Male,Less than 25,Hispanic,F,Risk of Recidivism,5
Male,25 - 45,African-American,F,Risk of Recidivism,9
Male,25 - 45,African-American,F,Risk of Recidivism,3
Male,25 - 45,African-American,M,Risk of Recidivism,9
Male,25 - 45,Caucasian,F,Risk of Recidivism,7
Male,25 - 45,African-American,F,Risk of Recidivism,2
Male,Greater than 45,African-American,F,Risk of Recidivism,2
Male,Greater than 45,Hispanic,M,Risk of Recidivism,2
Male,25 - 45,African-American,F,Risk of Recidivism,6
Male,Greater than 45,Caucasian,F,Risk of Recidivism,1
Male,Greater than 45,African-American,F,Risk of Recidivism,9
Male,25 - 45,Caucasian,F,Risk of Recidivism,6
Male,25 - 45,Caucasian,F,Risk of Recidivism,8
Male,Less than 25,Caucasian,M,Risk of Recidivism,4
Male,25 - 45,African-American,M,Risk of Recidivism,2
Male,25 - 45,Other,M,Risk of Recidivism,3
Male,Less than 25,Hispanic,F,Risk of Recidivism,9
Male,25 - 45,Caucasian,F,Risk of Recidivism,1
Male,25 - 45,Caucasian,M,Risk of Recidivism,3
Female,Greater than 45,Hispanic,F,Risk of Recidivism,6
Male,Greater than 45,Caucasian,F,Risk of Recidivism,1
Female,25 - 45,African-American,F,Risk of Recidivism,1
Male,Greater than 45,African-American,M,Risk of Recidivism,2
Male,25 - 45,African-American,F,Risk of Recidivism,7
Male,25 - 45,African-American,M,Risk of Recidivism,7
Male,Less than 25,African-American,F,Risk of Recidivism,3
Male,Greater than 45,Caucasian,F,Risk of Recidivism,1
Male,Greater than 45,African-American,M,Risk of Recidivism,1
Male,25 - 45,Caucasian,F,Risk of Recidivism,3
Female,25 - 45,Caucasian,F,Risk of Recidivism,7
Male,Less than 25,African-American,F,Risk of Recidivism,4
Male,25 - 45,African-American,F,Risk of Recidivism,8
Female,25 - 45,African-American,F,Risk of Recidivism,5
Male,Less than 25,Caucasian,F,Risk of Recidivism,5
Female,25 - 45,Caucasian,F,Risk of Recidivism,4
Male,Greater than 45,Caucasian,M,Risk of Recidivism,3
Male,25 - 45,African-American,F,Risk of Recidivism,8
Male,25 - 45,African-American,F,Risk of Recidivism,9
Male,Less than 25,African-American,F,Risk of Recidivism,2
Male,25 - 45,Caucasian,F,Risk of Recidivism,4
Male,Less than 25,Caucasian,F,Risk of Recidivism,5
Male,Less than 25,African-American,M,Risk of Recidivism,3
Female,25 - 45,Caucasian,M,Risk of Recidivism,2
Male,25 - 45,African-American,F,Risk of Recidivism,8
Male,25 - 45,African-American,F,Risk of Recidivism,3
Male,25 - 45,African-American,F,Risk of Recidivism,2
Male,Greater than 45,Caucasian,M,Risk of Recidivism,1
Female,Less than 25,African-American,F,Risk of Recidivism,5
Female,25 - 45,African-American,M,Risk of Recidivism,6
Male,Greater than 45,Caucasian,M,Risk of Recidivism,1
Male,25 - 45,African-American,F,Risk of Recidivism,1
Female,25 - 45,African-American,M,Risk of Recidivism,2
Female,Greater than 45,Caucasian,F,Risk of Recidivism,1
Male,Greater than 45,African-American,M,Risk of Recidivism,1
Male,25 - 45,Hispanic,F,Risk of Recidivism,1
Male,25 - 45,African-American,F,Risk of Recidivism,4
Male,Greater than 45,Hispanic,M,Risk of Recidivism,9
Female,Greater than 45,Caucasian,F,Risk of Recidivism,1
Male,Less than 25,African-American,F,Risk of Recidivism,4
Male,Greater than 45,African-American,F,Risk of Recidivism,7
Male,25 - 45,African-American,F,Risk of Recidivism,2
Female,25 - 45,African-American,F,Risk of Recidivism,5
Male,25 - 45,Caucasian,F,Risk of Recidivism,7
Male,25 - 45,African-American,M,Risk of Recidivism,6
Male,25 - 45,Caucasian,F,Risk of Recidivism,1
Male,25 - 45,Caucasian,M,Risk of Recidivism,2
Male,Greater than 45,Hispanic,M,Risk of Recidivism,6
Male,25 - 45,Caucasian,F,Risk of Recidivism,5
Female,25 - 45,African-American,F,Risk of Recidivism,3
Male,Less than 25,African-American,F,Risk of Recidivism,4
Male,25 - 45,Hispanic,M,Risk of Recidivism,1
Male,25 - 45,Other,F,Risk of Recidivism,10
Male,25 - 45,Hispanic,F,Risk of Recidivism,9
Male,25 - 45,African-American,F,Risk of Recidivism,6
Male,Greater than 45,Caucasian,F,Risk of Recidivism,2
Male,Less than 25,Asian,M,Risk of Recidivism,3
Male,Less than 25,African-American,F,Risk of Recidivism,6
Male,25 - 45,Hispanic,F,Risk of Recidivism,4
Male,Greater than 45,African-American,F,Risk of Recidivism,7
Male,Greater than 45,Other,F,Risk of Recidivism,1
Male,25 - 45,African-American,F,Risk of Recidivism,10
Male,25 - 45,Caucasian,F,Risk of Recidivism,4
Male,25 - 45,African-American,F,Risk of Recidivism,8
Male,25 - 45,Other,M,Risk of Recidivism,1
Male,25 - 45,African-American,F,Risk of Recidivism,3
Female,25 - 45,Caucasian,F,Risk of Recidivism,7
Male,25 - 45,Caucasian,F,Risk of Recidivism,7
Male,Greater than 45,Caucasian,M,Risk of Recidivism,1
Male,Less than 25,Caucasian,F,Risk of Recidivism,7
Male,25 - 45,Caucasian,M,Risk of Recidivism,1
Male,25 - 45,African-American,M,Risk of Recidivism,5
Male,25 - 45,African-American,F,Risk of Recidivism,7
Female,Greater than 45,Hispanic,F,Risk of Recidivism,1
Male,Greater than 45,Caucasian,M,Risk of Recidivism,5
Male,25 - 45,African-American,F,Risk of Recidivism,9
Female,25 - 45,Caucasian,M,Risk of Recidivism,9
Male,25 - 45,African-American,F,Risk of Recidivism,2
Male,25 - 45,Caucasian,M,Risk of Recidivism,7
Male,25 - 45,African-American,F,Risk of Recidivism,5
Male,Less than 25,African-American,F,Risk of Recidivism,7
Male,25 - 45,Caucasian,M,Risk of Recidivism,4
Female,25 - 45,African-American,M,Risk of Recidivism,2
Male,25 - 45,African-American,F,Risk of Recidivism,8
Male,Greater than 45,Caucasian,M,Risk of Recidivism,1
Female,Less than 25,Other,F,Risk of Recidivism,4
Male,25 - 45,Caucasian,M,Risk of Recidivism,1
Male,Less than 25,African-American,M,Risk of Recidivism,8
Female,Greater than 45,African-American,M,Risk of Recidivism,7
Male,25 - 45,Caucasian,M,Risk of Recidivism,7
Male,25 - 45,Caucasian,M,Risk of Recidivism,6
Male,25 - 45,African-American,M,Risk of Recidivism,3
Female,Greater than 45,Caucasian,F,Risk of Recidivism,1
Male,Greater than 45,Caucasian,M,Risk of Recidivism,1
Male,25 - 45,African-American,M,Risk of Recidivism,9
Male,25 - 45,African-American,F,Risk of Recidivism,4
Female,25 - 45,African-American,F,Risk of Recidivism,5
Male,Greater than 45,Caucasian,F,Risk of Recidivism,1
Male,Less than 25,Hispanic,M,Risk of Recidivism,4
Male,25 - 45,Caucasian,M,Risk of Recidivism,4
Male,25 - 45,African-American,M,Risk of Recidivism,10
Male,25 - 45,African-American,F,Risk of Recidivism,10
Male,25 - 45,Caucasian,M,Risk of Recidivism,4
Male,25 - 45,African-American,M,Risk of Recidivism,2
Male,Less than 25,African-American,M,Risk of Recidivism,7
Male,25 - 45,Caucasian,M,Risk of Recidivism,1
Male,25 - 45,African-American,M,Risk of Recidivism,4
Male,Greater than 45,African-American,F,Risk of Recidivism,7
Male,Less than 25,Hispanic,F,Risk of Recidivism,10
Male,25 - 45,African-American,F,Risk of Recidivism,3
Male,Less than 25,African-American,F,Risk of Recidivism,3
Male,25 - 45,African-American,M,Risk of Recidivism,10
Male,25 - 45,Caucasian,M,Risk of Recidivism,3
Male,25 - 45,Caucasian,F,Risk of Recidivism,9
Male,Less than 25,African-American,F,Risk of Recidivism,10
Male,Greater than 45,Caucasian,M,Risk of Recidivism,1
Female,25 - 45,Caucasian,F,Risk of Recidivism,4
Male,Greater than 45,Hispanic,F,Risk of Recidivism,8
Male,Less than 25,Caucasian,F,Risk of Recidivism,3
Female,Less than 25,African-American,M,Risk of Recidivism,7
Male,25 - 45,Hispanic,F,Risk of Recidivism,3
Male,Greater than 45,African-American,F,Risk of Recidivism,1
Male,25 - 45,Native American,F,Risk of Recidivism,2
Male,25 - 45,Caucasian,F,Risk of Recidivism,6
Male,Greater than 45,Asian,F,Risk of Recidivism,1
Female,Greater than 45,African-American,M,Risk of Recidivism,1
Male,Less than 25,Caucasian,M,Risk of Recidivism,5
Male,Less than 25,African-American,F,Risk of Recidivism,3
Male,25 - 45,Caucasian,M,Risk of Recidivism,1
Male,Less than 25,Hispanic,F,Risk of Recidivism,10
Male,Greater than 45,Caucasian,F,Risk of Recidivism,7
Male,25 - 45,Caucasian,F,Risk of Recidivism,1
Male,Less than 25,Caucasian,M,Risk of Recidivism,8
Male,25 - 45,Other,F,Risk of Recidivism,5
Male,25 - 45,African-American,F,Risk of Recidivism,8
Male,25 - 45,African-American,F,Risk of Recidivism,9
Female,25 - 45,African-American,M,Risk of Recidivism,3
Male,25 - 45,African-American,F,Risk of Recidivism,6
Male,25 - 45,African-American,F,Risk of Recidivism,9
Male,25 - 45,Caucasian,F,Risk of Recidivism,8
Male,25 - 45,African-American,F,Risk of Recidivism,1
Male,25 - 45,African-American,F,Risk of Recidivism,6
Male,Less than 25,Other,F,Risk of Recidivism,2
Male,25 - 45,African-American,F,Risk of Recidivism,4
Male,Less than 25,African-American,F,Risk of Recidivism,4
Male,25 - 45,Caucasian,F,Risk of Recidivism,2
Male,Less than 25,Caucasian,M,Risk of Recidivism,7
Male,25 - 45,Hispanic,M,Risk of Recidivism,1
Male,Less than 25,African-American,M,Risk of Recidivism,7
Male,Less than 25,African-American,F,Risk of Recidivism,9
Male,25 - 45,Caucasian,F,Risk of Recidivism,9
Male,25 - 45,African-American,M,Risk of Recidivism,2
Male,25 - 45,African-American,F,Risk of Recidivism,9
Female,Less than 25,African-American,M,Risk of Recidivism,8
Male,25 - 45,Caucasian,M,Risk of Recidivism,3
Male,Greater than 45,Caucasian,F,Risk of Recidivism,3
Male,25 - 45,Caucasian,F,Risk of Recidivism,5
Male,25 - 45,African-American,F,Risk of Recidivism,8
